Плагиат;Длина документа;Цитируемость;Документ
0;68578;72; Алексеев В.В., Алексеева Е.В. Распад СССР в контексте теорий модернизации и имперской эволюции. Российская история.  2003. № 5.  С. 3-20
2791;47584;72; Исмагилов Р.Ф., Сальников С.П., Гер О.Е., Кайзер А.Г. Экономические проблемы - политические решения. Правовое поле современной экономики.  2015. № 1.  С. 112-126
0;35230;72; Жданов П.С., Романовская В.Б. ОБЩЕСТВЕННЫЙ ИДЕАЛ В РУССКОЙ РЕЛИГИОЗНОЙ ФИЛОСОФИИ ПРАВА (КОНЕЦ XIX - НАЧАЛО XX в.). Известия высших учебных заведений. Правоведение.  2009. № 5 (286).  С. 162-172
0;35563;72; Бауман З., Ковалев А.Д. СПОР О ПОСТМОДЕРНИЗМЕ. Социологический журнал.  1994. № 4.  С. 69-80
0;13122;72; Шанин И.И. РАЗВИТИЕ ПРОМЫШЛЕННОГО ПРОИЗВОДСТВА И ВНЕДРЕНИЕ ИННОВАЦИЙ В ВОССТАНОВИТЕЛЬНЫЙ ПОСЛЕКРИЗИСНЫЙ ПЕРИОД. Вестник Воронежского государственного технического университета.  2011. Т. 7. № 10.  С. 155-158
0;57792;72; Кубрякова Е.С. Образы мира в сознании человека и словообразовательные категории как их составляющие. Известия Российской академии наук. Серия литературы и языка.  2006. Т. 65. № 2.  С. 1-14
0;46182;72; Олейник А.Н. «Жизнь по понятиям»: институциональный анализ повседневной жизни «российского простого человека». Полис. Политические исследования.  2001. № 2.  С. 40-51
0;62475;72; Ильин М.В., Мельвиль А.Ю. ВЛАСТЬ. Полис. Политические исследования.  1997. № 6.  С. 146-163
0;77371;72; Завершинский К.Ф. Легитимность: генезис, становление и развитие концепта. Полис. Политические исследования.  2001. № 2.  С. 113-131
0;36717;72; Сальников В.П., Груздева М.Л. Преодоление Европы: философско-правовое эссе. Мир политики и социологии.  2015. № 8.  С. 11-22
0;36395;72; Дробижева Л.М. Идентичность и этнические установки русских в своей и иноэтнической среде. Социологические исследования.  2010. № 12.  С. 49-58
2625;29998;72; Трофимова О.М. К вопросу о формировании инновационных кластеров в региональной экономике. Вопросы управления.  2010. № 11.  С. 54-63
0;12127;72; Трухачев В.И. Развитие науки - путь к успеху!. Достижения науки и техники АПК.  2010. № 9.  С. 3-4
0;27444;72; Бордовская Н.В. Системная методология современных педагогических исследований. Педагогика.  2005. № 5.  С. 21-29
0;33107;72; Визгина А.В., Пантилеев С.Р. Проявление личностных особенностей в самоописаниях мужчин и женщин. Вопросы психологии.  2001. № 3.  С. 91-100
0;22347;72; Брановский Ю., Беляева А. Работа в информационной среде. Высшее образование в России.  2002. № 1.  С. 81-87
534;2797;72; Кригер В.Г., Каленский А.В., Звеков А.А., Боровикова А.П., Гришаева Е.А. ОПРЕДЕЛЕНИЕ ШИРИНЫ ФРОНТА ВОЛНЫ РЕАКЦИИ ВЗРЫВНОГО РАЗЛОЖЕНИЯ АЗИДА СЕРЕБРА. Физика горения и взрыва.  2012. Т. 48. № 4.  С. 129-136
0;2249;72; Романовская В.Б., Романовская Л.Р. Право, религия, нравственность и Абсолютное Добро в творчестве В.С. Соловьева. Genesis: исторические исследования.  2014. № 6.  С. 187-198
1143;3301;72; Куракин А.В., Костенников М.В. Административно-правовое противодействие коррупции в системе государственной службы и в деятельности сотрудников полиции Российской Федерации и зарубежных государств. Полицейская и следственная деятельность.  2013. № 1.  С. 65-83
0;3147;72; Ильин А.П., Громов А.А., Яблуновский Г.В. ОБ АКТИВНОСТИ ПОРОШКОВ АЛЮМИНИЯ. Физика горения и взрыва.  2001. Т. 37. № 4.  С. 58-62
